====================================================== Fold 0: 
glycolysis.modulation318 glycolysis.CONTROLLER glycolysis.modulation158
glycolysis.unificationXref227 glycolysis.XREF glycolysis.modulation232
glycolysis.physicalEntityParticipant323 glycolysis.XREF glycolysis.physicalEntityParticipant208
glycolysis.physicalEntityParticipant39 glycolysis.XREF glycolysis.unificationXref278
glycolysis.smallMolecule234 glycolysis.ORGANISM glycolysis.unificationXref48
glycolysis.smallMolecule174 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule218
glycolysis.relationshipXref67 glycolysis.XREF glycolysis.unificationXref271
glycolysis.physicalEntityParticipant217 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant33
glycolysis.publicationXref259 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant105
glycolysis.publicationXref192 glycolysis.XREF glycolysis.modulation237
glycolysis.protein196 glycolysis.XREF glycolysis.unificationXref129
glycolysis.publicationXref94 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant29
glycolysis.physicalEntityParticipant74 glycolysis.CONTROLLER glycolysis.modulation316
glycolysis.physicalEntityParticipant177 glycolysis.PARTICIPANTS glycolysis.catalysis238
glycolysis.publicationXref222 glycolysis.ORGANISM glycolysis.unificationXref197
glycolysis.physicalEntityParticipant173 glycolysis.RIGHT glycolysis.publicationXref322
glycolysis.protein141 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant65
glycolysis.unificationXref199 glycolysis.XREF glycolysis.unificationXref211
glycolysis.physicalEntityParticipant120 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant208
glycolysis.unificationXref156 glycolysis.XREF glycolysis.unificationXref41
glycolysis.protein42 glycolysis.XREF glycolysis.unificationXref18
glycolysis.unificationXref252 glycolysis.ORGANISM glycolysis.unificationXref278
glycolysis.chemicalStructure28 glycolysis.XREF glycolysis.publicationXref294
glycolysis.smallMolecule268 glycolysis.ORGANISM glycolysis.unificationXref246
glycolysis.chemicalStructure157 glycolysis.XREF glycolysis.unificationXref130
glycolysis.unificationXref249 glycolysis.ORGANISM glycolysis.unificationXref144
glycolysis.publicationXref15 glycolysis.XREF glycolysis.unificationXref199
glycolysis.unificationXref175 glycolysis.XREF glycolysis.relationshipXref142
glycolysis.unificationXref49 glycolysis.ORGANISM glycolysis.unificationXref156
glycolysis.unificationXref36 glycolysis.XREF glycolysis.unificationXref48
glycolysis.protein141 glycolysis.PHYSICAL-ENTITY glycolysis.biochemicalReaction113
glycolysis.catalysis299 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant303
glycolysis.publicationXref322 glycolysis.CONTROLLED glycolysis.biochemicalReaction172
glycolysis.unificationXref18 glycolysis.XREF glycolysis.biochemicalReaction260
glycolysis.unificationXref156 glycolysis.XREF glycolysis.unificationXref286
glycolysis.unificationXref235 glycolysis.XREF glycolysis.unificationXref267
glycolysis.chemicalStructure28 glycolysis.XREF glycolysis.complex139
glycolysis.unificationXref252 glycolysis.ORGANISM glycolysis.publicationXref192
glycolysis.relationshipXref266 glycolysis.XREF glycolysis.relationshipXref46
glycolysis.smallMolecule160 glycolysis.XREF glycolysis.unificationXref118
glycolysis.physicalEntityParticipant323 glycolysis.CONTROLLER glycolysis.biochemicalReaction56
glycolysis.unificationXref200 glycolysis.XREF glycolysis.publicationXref9
glycolysis.physicalEntityParticipant312 glycolysis.PARTICIPANTS glycolysis.publicationXref280
glycolysis.protein284 glycolysis.XREF glycolysis.unificationXref100
glycolysis.unificationXref127 glycolysis.XREF glycolysis.unificationXref143
glycolysis.physicalEntityParticipant26 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant95
glycolysis.physicalEntityParticipant323 glycolysis.PARTICIPANTS glycolysis.publicationXref12
glycolysis.unificationXref267 glycolysis.XREF glycolysis.smallMolecule134
glycolysis.protein66 glycolysis.XREF glycolysis.unificationXref49
glycolysis.unificationXref144 glycolysis.XREF glycolysis.publicationXref222
glycolysis.unificationXref253 glycolysis.XREF glycolysis.publicationXref280
glycolysis.publicationXref15 glycolysis.RIGHT glycolysis.physicalEntityParticipant177
glycolysis.modulation232 glycolysis.PARTICIPANTS glycolysis.modulation302
glycolysis.relationshipXref131 glycolysis.ORGANISM glycolysis.smallMolecule34
glycolysis.unificationXref255 glycolysis.ORGANISM glycolysis.relationshipXref223
glycolysis.unificationXref197 glycolysis.XREF glycolysis.physicalEntityParticipant208
glycolysis.unificationXref18 glycolysis.XREF glycolysis.smallMolecule247
glycolysis.unificationXref235 glycolysis.ORGANISM glycolysis.unificationXref279
glycolysis.unificationXref52 glycolysis.XREF glycolysis.complex139
glycolysis.physicalEntityParticipant228 glycolysis.PARTICIPANTS glycolysis.modulation104
glycolysis.publicationXref15 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant95
glycolysis.protein209 glycolysis.ORGANISM glycolysis.relationshipXref46
glycolysis.chemicalStructure20 glycolysis.XREF glycolysis.publicationXref4
glycolysis.smallMolecule268 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule185
glycolysis.publicationXref222 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.unificationXref18 glycolysis.XREF glycolysis.smallMolecule72
glycolysis.smallMolecule30 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant120
glycolysis.unificationXref254 glycolysis.XREF glycolysis.bioSource43
glycolysis.physicalEntityParticipant264 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant233
glycolysis.unificationXref41 glycolysis.XREF glycolysis.unificationXref225
glycolysis.unificationXref212 glycolysis.XREF glycolysis.unificationXref47
glycolysis.unificationXref231 glycolysis.XREF glycolysis.chemicalStructure219
glycolysis.unificationXref103 glycolysis.XREF glycolysis.unificationXref69
glycolysis.smallMolecule160 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant5
glycolysis.smallMolecule268 glycolysis.ORGANISM glycolysis.unificationXref278
glycolysis.modulation237 glycolysis.PARTICIPANTS glycolysis.catalysis161
glycolysis.publicationXref14 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant188
glycolysis.unificationXref245 glycolysis.ORGANISM glycolysis.unificationXref197
glycolysis.modulation316 glycolysis.CONTROLLER glycolysis.modulation314
glycolysis.catalysis83 glycolysis.PARTICIPANTS glycolysis.modulation298
glycolysis.unificationXref31 glycolysis.STRUCTURE glycolysis.unificationXref36
glycolysis.modulation316 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction84
glycolysis.unificationXref117 glycolysis.STRUCTURE glycolysis.unificationXref249
glycolysis.physicalEntityParticipant315 glycolysis.PARTICIPANTS glycolysis.modulation237
glycolysis.physicalEntityParticipant188 glycolysis.PARTICIPANTS glycolysis.catalysis207
glycolysis.smallMolecule149 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant5
glycolysis.chemicalStructure179 glycolysis.STRUCTURE glycolysis.chemicalStructure135
glycolysis.catalysis2 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant312
glycolysis.physicalEntityParticipant57 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule51
glycolysis.unificationXref286 glycolysis.XREF glycolysis.unificationXref18
glycolysis.unificationXref103 glycolysis.XREF glycolysis.protein98
glycolysis.publicationXref14 glycolysis.PARTICIPANTS glycolysis.catalysis238
glycolysis.chemicalStructure53 glycolysis.XREF glycolysis.unificationXref200
glycolysis.biochemicalReaction84 glycolysis.PARTICIPANTS glycolysis.catalysis73
glycolysis.unificationXref143 glycolysis.XREF glycolysis.protein221
glycolysis.unificationXref246 glycolysis.XREF glycolysis.unificationXref287
glycolysis.unificationXref69 glycolysis.XREF glycolysis.unificationXref18
glycolysis.unificationXref47 glycolysis.ORGANISM glycolysis.complex265
glycolysis.unificationXref89 glycolysis.XREF glycolysis.physicalEntityParticipant240
glycolysis.complex75 glycolysis.PHYSICAL-ENTITY glycolysis.protein284
glycolysis.protein251 glycolysis.CELLULAR-LOCATION glycolysis.physicalEntityParticipant184
glycolysis.smallMolecule178 glycolysis.ORGANISM glycolysis.unificationXref257
glycolysis.protein251 glycolysis.PHYSICAL-ENTITY glycolysis.openControlledVocabulary40
glycolysis.unificationXref249 glycolysis.COMPONENTS glycolysis.publicationXref15
glycolysis.physicalEntityParticipant180 glycolysis.PHYSICAL-ENTITY glycolysis.unificationXref44
glycolysis.smallMolecule234 glycolysis.XREF glycolysis.chemicalStructure230
glycolysis.physicalEntityParticipant240 glycolysis.XREF glycolysis.unificationXref198
glycolysis.physicalEntityParticipant39 glycolysis.XREF glycolysis.unificationXref252
glycolysis.unificationXref252 glycolysis.ORGANISM glycolysis.unificationXref253
glycolysis.unificationXref49 glycolysis.XREF glycolysis.chemicalStructure20
glycolysis.biochemicalReaction295 glycolysis.XREF glycolysis.relationshipXref131
glycolysis.publicationXref294 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant57
glycolysis.chemicalStructure53 glycolysis.XREF glycolysis.chemicalStructure116
glycolysis.physicalEntityParticipant264 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant289
glycolysis.relationshipXref131 glycolysis.XREF glycolysis.publicationXref203
glycolysis.unificationXref130 glycolysis.XREF glycolysis.publicationXref11
glycolysis.physicalEntityParticipant217 glycolysis.PARTICIPANTS glycolysis.catalysis2
glycolysis.protein141 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant233
glycolysis.chemicalStructure157 glycolysis.XREF glycolysis.unificationXref21
glycolysis.unificationXref143 glycolysis.ORGANISM glycolysis.smallMolecule218
glycolysis.chemicalStructure230 glycolysis.XREF glycolysis.unificationXref182
glycolysis.unificationXref199 glycolysis.XREF glycolysis.publicationXref193
glycolysis.physicalEntityParticipant289 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction56
glycolysis.smallMolecule111 glycolysis.COMPONENTS glycolysis.unificationXref235
glycolysis.smallMolecule304 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant264
glycolysis.physicalEntityParticipant16 glycolysis.PARTICIPANTS glycolysis.catalysis2
glycolysis.catalysis299 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant65
glycolysis.smallMolecule247 glycolysis.XREF glycolysis.unificationXref99
glycolysis.unificationXref41 glycolysis.XREF glycolysis.smallMolecule234
glycolysis.unificationXref125 glycolysis.ORGANISM glycolysis.bioSource43
glycolysis.physicalEntityParticipant120 glycolysis.PHYSICAL-ENTITY glycolysis.publicationXref3
glycolysis.physicalEntityParticipant323 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant74
glycolysis.modulation316 glycolysis.PARTICIPANTS glycolysis.modulation311
glycolysis.unificationXref129 glycolysis.XREF glycolysis.unificationXref278
glycolysis.relationshipXref223 glycolysis.XREF glycolysis.unificationXref270
glycolysis.protein141 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule262
glycolysis.unificationXref270 glycolysis.XREF glycolysis.unificationXref68
glycolysis.physicalEntityParticipant190 glycolysis.XREF glycolysis.chemicalStructure35
glycolysis.unificationXref212 glycolysis.XREF glycolysis.unificationXref245
glycolysis.protein123 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule106
glycolysis.physicalEntityParticipant22 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant61
glycolysis.publicationXref9 glycolysis.PARTICIPANTS glycolysis.publicationXref220
glycolysis.modulation302 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant173
glycolysis.physicalEntityParticipant65 glycolysis.PARTICIPANTS glycolysis.publicationXref259
glycolysis.unificationXref253 glycolysis.ORGANISM glycolysis.unificationXref45
glycolysis.smallMolecule51 glycolysis.CELLULAR-LOCATION glycolysis.protein196
glycolysis.unificationXref286 glycolysis.XREF glycolysis.unificationXref119
glycolysis.unificationXref249 glycolysis.ORGANISM glycolysis.unificationXref245
glycolysis.physicalEntityParticipant105 glycolysis.CONTROLLER glycolysis.modulation216
glycolysis.unificationXref202 glycolysis.ORGANISM glycolysis.unificationXref101
glycolysis.chemicalStructure186 glycolysis.STRUCTURE glycolysis.unificationXref118
glycolysis.protein66 glycolysis.XREF glycolysis.publicationXref222
glycolysis.unificationXref199 glycolysis.XREF glycolysis.relationshipXref67
glycolysis.modulation308 glycolysis.XREF glycolysis.unificationXref286
glycolysis.smallMolecule247 glycolysis.CELLULAR-LOCATION glycolysis.protein196
glycolysis.unificationXref202 glycolysis.ORGANISM glycolysis.smallMolecule149
glycolysis.chemicalStructure176 glycolysis.XREF glycolysis.unificationXref271
glycolysis.unificationXref44 glycolysis.CELLULAR-LOCATION glycolysis.smallMolecule51
glycolysis.unificationXref225 glycolysis.ORGANISM glycolysis.smallMolecule155
glycolysis.physicalEntityParticipant173 glycolysis.XREF glycolysis.unificationXref119
glycolysis.unificationXref197 glycolysis.XREF glycolysis.publicationXref15
glycolysis.unificationXref227 glycolysis.XREF glycolysis.smallMolecule234
glycolysis.publicationXref3 glycolysis.XREF glycolysis.unificationXref52
glycolysis.bioSource43 glycolysis.ORGANISM glycolysis.unificationXref224
glycolysis.complex75 glycolysis.PARTICIPANTS glycolysis.modulation316
glycolysis.unificationXref45 glycolysis.XREF glycolysis.relationshipXref214
glycolysis.chemicalStructure230 glycolysis.STRUCTURE glycolysis.unificationXref182
glycolysis.chemicalStructure93 glycolysis.XREF glycolysis.publicationXref322
glycolysis.physicalEntityParticipant90 glycolysis.RIGHT glycolysis.physicalEntityParticipant61
glycolysis.relationshipXref142 glycolysis.ORGANISM glycolysis.complex265
glycolysis.smallMolecule234 glycolysis.XREF glycolysis.publicationXref322
glycolysis.smallMolecule30 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant180
glycolysis.smallMolecule34 glycolysis.ORGANISM glycolysis.unificationXref128
glycolysis.unificationXref212 glycolysis.XREF glycolysis.unificationXref201
glycolysis.unificationXref18 glycolysis.XREF glycolysis.smallMolecule160
glycolysis.openControlledVocabulary17 glycolysis.ORGANISM glycolysis.unificationXref225
glycolysis.physicalEntityParticipant289 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant312
glycolysis.publicationXref10 glycolysis.XREF glycolysis.unificationXref100
glycolysis.unificationXref267 glycolysis.XREF glycolysis.unificationXref197
glycolysis.unificationXref175 glycolysis.XREF glycolysis.chemicalStructure219
glycolysis.unificationXref59 glycolysis.XREF glycolysis.unificationXref31
glycolysis.unificationXref199 glycolysis.ORGANISM glycolysis.publicationXref244
glycolysis.physicalEntityParticipant39 glycolysis.COMPONENTS glycolysis.unificationXref151
glycolysis.chemicalStructure20 glycolysis.XREF glycolysis.unificationXref129
glycolysis.modulation232 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant159
glycolysis.unificationXref252 glycolysis.XREF glycolysis.smallMolecule149
glycolysis.unificationXref151 glycolysis.ORGANISM glycolysis.publicationXref192
glycolysis.physicalEntityParticipant323 glycolysis.XREF glycolysis.unificationXref255
glycolysis.physicalEntityParticipant315 glycolysis.CONTROLLED glycolysis.catalysis2
glycolysis.physicalEntityParticipant85 glycolysis.PARTICIPANTS glycolysis.publicationXref3
glycolysis.relationshipXref258 glycolysis.ORGANISM glycolysis.publicationXref222
glycolysis.publicationXref11 glycolysis.XREF glycolysis.relationshipXref258
glycolysis.unificationXref117 glycolysis.STRUCTURE glycolysis.chemicalStructure176
glycolysis.chemicalStructure35 glycolysis.STRUCTURE glycolysis.unificationXref87
glycolysis.unificationXref292 glycolysis.XREF glycolysis.relationshipXref67
glycolysis.publicationXref294 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant61
glycolysis.complex282 glycolysis.STRUCTURE glycolysis.chemicalStructure186
glycolysis.modulation206 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant61
glycolysis.unificationXref249 glycolysis.XREF glycolysis.unificationXref213
glycolysis.unificationXref227 glycolysis.XREF glycolysis.unificationXref255
glycolysis.unificationXref41 glycolysis.ORGANISM glycolysis.complex38
glycolysis.modulation314 glycolysis.CONTROLLER glycolysis.publicationXref322
glycolysis.unificationXref127 glycolysis.ORGANISM glycolysis.unificationXref124
glycolysis.unificationXref187 glycolysis.XREF glycolysis.protein196
glycolysis.smallMolecule268 glycolysis.ORGANISM glycolysis.unificationXref100
glycolysis.physicalEntityParticipant173 glycolysis.RIGHT glycolysis.publicationXref14
glycolysis.physicalEntityParticipant264 glycolysis.PARTICIPANTS glycolysis.catalysis2
